code,name,type,parentCode
F5181,贸易代理,4,F518
F5182,一般物品拍卖,4,F518
F5183,艺术品、收藏品拍卖,4,F518
F5184,艺术品代理,4,F518
F5189,其他贸易经纪与代理,4,F518
F519,其他批发业,3,F51
F5191,再生物资回收与批发,4,F519
F5192,宠物食品用品批发,4,F519
F5193,互联网批发,4,F519
F5199,其他未列明批发业,4,F519
F52,零售业,2,F
F521,综合零售,3,F52
F5211,百货零售,4,F521
F5212,超级市场零售,4,F521
F5213,便利店零售,4,F521
F5219,其他综合零售,4,F521
F522,食品、饮料及烟草制品专门零售,3,F52
F5221,粮油零售,4,F522
F5222,糕点、面包零售,4,F522
F5223,果品、蔬菜零售,4,F522
F5224,肉、禽、蛋、奶及水产品零售,4,F522
F5225,营养和保健品零售,4,F522
F5226,酒、饮料及茶叶零售,4,F522
F5227,烟草制品零售,4,F522
F5229,其他食品零售,4,F522
F523,纺织、服装及日用品专门零售,3,F52
F5231,纺织品及针织品零售,4,F523
F5232,服装零售,4,F523
F5233,鞋帽零售,4,F523
F5234,化妆品及卫生用品零售,4,F523
F5235,厨具卫具及日用杂品零售,4,F523
F5236,钟表、眼镜零售,4,F523
F5237,箱包零售,4,F523
F5238,自行车等代步设备零售,4,F523
F5239,其他日用品零售,4,F523
F524,文化、体育用品及器材专门零售,3,F52
F5241,文具用品零售,4,F524
F5242,体育用品及器材零售,4,F524
F5243,图书、报刊零售,4,F524
F5244,音像制品、电子和数字出版物零售,4,F524
F5245,珠宝首饰零售,4,F524
F5246,工艺美术品及收藏品零售,4,F524
F5247,乐器零售,4,F524
F5248,照相器材零售,4,F524
F5249,其他文化用品零售,4,F524
F525,医药及医疗器材专门零售,3,F52
F5251,西药零售,4,F525
F5252,中药零售,4,F525
F5253,动物用药品零售,4,F525
F5254,医疗用品及器材零售,4,F525
F5255,保健辅助治疗器材零售,4,F525
F526,汽车、摩托车、零配件和燃料及其他动力销售,3,F52
F5261,汽车新车零售,4,F526
F5262,汽车旧车零售,4,F526
F5263,汽车零配件零售,4,F526
F5264,摩托车及零配件零售,4,F526
F5265,机动车燃油零售,4,F526
F5266,机动车燃气零售,4,F526
F5267,机动车充电销售,4,F526
F527,家用电器及电子产品专门零售,3,F52
F5271,家用视听设备零售,4,F527
F5272,日用家电零售,4,F527
F5273,计算机、软件及辅助设备零售,4,F527
F5274,通信设备零售,4,F527
F5279,其他电子产品零售,4,F527
F528,五金、家具及室内装饰材料专门零售,3,F52
F5281,五金零售,4,F528
F5282,灯具零售,4,F528
F5283,家具零售,4,F528
F5284,涂料零售,4,F528
F5285,卫生洁具零售,4,F528
F5286,木质装饰材料零售,4,F528
F5287,陶瓷、石材装饰材料零售,4,F528
F5289,其他室内装饰材料零售,4,F528
F529,货摊、无店铺及其他零售业,3,F52
F5291,流动货摊零售,4,F529
F5292,互联网零售,4,F529
F5293,邮购及电视、电话零售,4,F529
F5294,自动售货机零售,4,F529
F5295,旧货零售,4,F529
F5296,生活用燃料零售,4,F529
F5297,宠物食品用品零售,4,F529
F5299,其他未列明零售业,4,F529
G,交通运输、仓储和邮政业,1,
G53,铁路运输业,2,G
G531,铁路旅客运输,3,G53
G5311,高速铁路旅客运输,4,G531
G5312,城际铁路旅客运输,4,G531
G5313,普通铁路旅客运输,4,G531
G5320,铁路货物运输,4,G53
G533,铁路运输辅助活动,3,G53
G5331,客运火车站,4,G533
G5332,货运火车站（场）,4,G533
G5333,铁路运输维护活动,4,G533
G5339,其他铁路运输辅助活动,4,G533
G54,道路运输业,2,G
G541,城市公共交通运输,3,G54
G5411,公共电汽车客运,4,G541
G5412,城市轨道交通,4,G541
G5413,出租车客运,4,G541
G5414,公共自行车服务,4,G541
G5419,其他城市公共交通运输,4,G541
G542,公路旅客运输,3,G54
G5421,长途客运,4,G542
G5422,旅游客运,4,G542
G5429,其他公路客运,4,G542
G543,道路货物运输,3,G54
G5431,普通货物道路运输,4,G543
G5432,冷藏车道路运输,4,G543
G5433,集装箱道路运输,4,G543
G5434,大型货物道路运输,4,G543
G5435,危险货物道路运输,4,G543
G5436,邮件包裹道路运输,4,G543
G5437,城市配送,4,G543
G5438,搬家运输,4,G543
G5439,其他道路货物运输,4,G543
G544,道路运输辅助活动,3,G54
G5441,客运汽车站,4,G544
G5442,货运枢纽（站）,4,G544
G5443,公路管理与养护,4,G544
G5449,其他道路运输辅助活动,4,G544
G55,水上运输业,2,G
G551,水上旅客运输,3,G55
G5511,海上旅客运输,4,G551
G5512,内河旅客运输,4,G551
G5513,客运轮渡运输,4,G551
G552,水上货物运输,3,G55
G5521,远洋货物运输,4,G552
G5522,沿海货物运输,4,G552
G5523,内河货物运输,4,G552
G553,水上运输辅助活动,3,G55
G5531,客运港口,4,G553
G5532,货运港口,4,G553
G5539,其他水上运输辅助活动,4,G553
G56,航空运输业,2,G
G561,航空客货运输,3,G56
G5611,航空旅客运输,4,G561
G5612,航空货物运输,4,G561
G562,通用航空服务,3,G56
G5621,通用航空生产服务,4,G562
G5622,观光游览航空服务,4,G562
G5623,体育航空运动服务,4,G562
G5629,其他通用航空服务,4,G562
G563,航空运输辅助活动,3,G56
G5631,机场,4,G563
G5632,空中交通管理,4,G563
G5639,其他航空运输辅助活动,4,G563
G57,管道运输业,2,G
G5710,海底管道运输,4,G57
G5720,陆地管道运输,4,G57
G58,多式联运和运输代理业,2,G
G5810,多式联运,4,G58
G582,运输代理业,3,G58
G5821,货物运输代理,4,G582
G5822,旅客票务代理,4,G582
G5829,其他运输代理业,4,G582
G59,装卸搬运和仓储业,2,G
G5910,装卸搬运,4,G59
G5920,通用仓储,4,G59
G5930,低温仓储,4,G59
G594,危险品仓储,3,G59
G5941,油气仓储,4,G594
G5942,危险化学品仓储,4,G594
G5949,其他危险品仓储,4,G594
G595,谷物、棉花等农产品仓储,3,G59
G5951,谷物仓储,4,G595
G5952,棉花仓储,4,G595
G5959,其他农产品仓储,4,G595
G5960,中药材仓储,4,G59
G5990,其他仓储业,4,G59
G60,邮政业,2,G
G6010,邮政基本服务,4,G60
G6020,快递服务,4,G60
G6090,其他寄递服务,4,G60
H,住宿和餐饮业,1,
H61,住宿业,2,H
H6110,旅游饭店,4,H61
H612,一般旅馆,3,H61
H6121,经济型连锁酒店,4,H612
H6129,其他一般旅馆,4,H612
H6130,民宿服务,4,H61
H6140,露营地服务,4,H61
H6190,其他住宿业,4,H61
H62,餐饮业,2,H
H6210,正餐服务,4,H62
H6220,快餐服务,4,H62
H623,饮料及冷饮服务,3,H62
H6231,茶馆服务,4,H623
H6232,咖啡馆服务,4,H623
H6233,酒吧服务,4,H623
H6239,其他饮料及冷饮服务,4,H623
H624,餐饮配送及外卖送餐服务,3,H62
H6241,餐饮配送服务,4,H624
H6242,外卖送餐服务,4,H624
H629,其他餐饮业,3,H62
H6291,小吃服务,4,H629
H6299,其他未列明餐饮业,4,H629
I,信息传输、软件和信息技术服务业,1,
I63,电信、广播电视和卫星传输服务,2,I
I631,电信,3,I63
I6311,固定电信服务,4,I631
I6312,移动电信服务,4,I631
I6319,其他电信服务,4,I631
I632,广播电视传输服务,3,I63
I6321,有线广播电视传输服务,4,I632
I6322,无线广播电视传输服务,4,I632
I633,卫星传输服务,3,I63
I6331,广播电视卫星传输服务,4,I633
I6339,其他卫星传输服务,4,I633
I64,互联网和相关服务,2,I
I6410,互联网接入及相关服务,4,I64
I642,互联网信息服务,3,I64
I6421,互联网搜索服务,4,I642
I6422,互联网游戏服务,4,I642
I6429,互联网其他信息服务,4,I642
I643,互联网平台,3,I64
I6431,互联网生产服务平台,4,I643
I6432,互联网生活服务平台,4,I643
I6433,互联网科技创新平台,4,I643
I6434,互联网公共服务平台,4,I643
I6439,其他互联网平台,4,I643
I6440,互联网安全服务,4,I64
I6450,互联网数据服务,4,I64
I6490,其他互联网服务,4,I64
I65,软件和信息技术服务业,2,I
I651,软件开发,3,I65
I6511,基础软件开发,4,I651
I6512,支撑软件开发,4,I651
I6513,应用软件开发,4,I651
I6519,其他软件开发,4,I651
I6520,集成电路设计,4,I65
I653,信息系统集成和物联网技术服务,3,I65
I6531,信息系统集成服务,4,I653
I6532,物联网技术服务,4,I653
I6540,运行维护服务,4,I65
I6550,信息处理和存储支持服务,4,I65
I6560,信息技术咨询服务,4,I65
I657,数字内容服务,3,I65
I6571,地理遥感信息服务,4,I657
I6572,动漫、游戏数字内容服务,4,I657
I6579,其他数字内容服务,4,I657
I659,其他信息技术服务业,3,I65
I6591,呼叫中心,4,I659
I6599,其他未列明信息技术服务业,4,I659
J,金融业,1,
J66,货币金融服务,2,J
J6610,中央银行服务,4,J66
J662,货币银行服务,3,J66
J6621,商业银行服务,4,J662
J6622,政策性银行服务,4,J662
J6623,信用合作社服务,4,J662
J6624,农村资金互助社服务,4,J662
J6629,其他货币银行服务,4,J662
J663,非货币银行服务,3,J66
J6631,融资租赁服务,4,J663
J6632,财务公司服务,4,J663
J6633,典当,4,J663
J6634,汽车金融公司服务,4,J663
J6635,小额贷款公司服务,4,J663
J6636,消费金融公司服务,4,J663
J6637,网络借贷服务,4,J663
J6639,其他非货币银行服务,4,J663
J6640,银行理财服务,4,J66
J6650,银行监管服务,4,J66
J67,资本市场服务,2,J
J671,证券市场服务,3,J67
J6711,证券市场管理服务,4,J671
J6712,证券经纪交易服务,4,J671
J6720,公开募集证券投资基金,4,J67
J673,非公开募集证券投资基金,3,J67
J6731,创业投资基金,4,J673
J6732,天使投资,4,J673
J6739,其他非公开募集证券投资基金,4,J673
J674,期货市场服务,3,J67
J6741,期货市场管理服务,4,J674
J6749,其他期货市场服务,4,J674
J6750,证券期货监管服务,4,J67
J6760,资本投资服务,4,J67
J6790,其他资本市场服务,4,J67
J68,保险业,2,J
J681,人身保险,3,J68
J6811,人寿保险,4,J681
J6812,年金保险,4,J681
J6813,健康保险,4,J681
J6814,意外伤害保险,4,J681
J6820,财产保险,4,J68
J6830,再保险,4,J68
J6840,商业养老金,4,J68
J685,保险中介服务,3,J68
J6851,保险经纪服务,4,J685
J6852,保险代理服务,4,J685
J6853,保险公估服务,4,J685
J6860,保险资产管理,4,J68
J6870,保险监管服务,4,J68
J6890,其他保险活动,4,J68
J69,其他金融业,2,J
J691,金融信托与管理服务,3,J69
J6911,信托公司,4,J691
J6919,其他金融信托与管理服务,4,J691
J6920,控股公司服务,4,J69
J6930,非金融机构支付服务,4,J69
J6940,金融信息服务,4,J69
J6950,金融资产管理公司,4,J69
J699,其他未列明金融业,3,J69
J6991,货币经纪公司服务,4,J699
J6999,其他未包括金融业,4,J699
K,房地产业,1,
K70,房地产业,2,K
K7010,房地产开发经营,4,K70
K7020,物业管理,4,K70
K7030,房地产中介服务,4,K70
K7040,房地产租赁经营,4,K70
K7090,其他房地产业,4,K70
L,租赁和商务服务业,1,
L71,租赁业,2,L
L711,机械设备经营租赁,3,L71
L7111,汽车租赁,4,L711
L7112,农业机械经营租赁,4,L711
L7113,建筑工程机械与设备经营租赁,4,L711
L7114,计算机及通讯设备经营租赁,4,L711
L7115,医疗设备经营租赁,4,L711
L7119,其他机械与设备经营租赁,4,L711
L712,文体设备和用品出租,3,L71
L7121,休闲娱乐用品设备出租,4,L712
L7122,体育用品设备出租,4,L712
L7123,文化用品设备出租,4,L712
L7124,图书出租,4,L712
L7125,音像制品出租,4,L712
L7129,其他文体设备和用品出租,4,L712
L7130,日用品出租,4,L71
L72,商务服务业,2,L
L721,组织管理服务,3,L72
L7211,企业总部管理,4,L721
L7212,投资与资产管理,4,L721
L7213,资源与产权交易服务,4,L721
L7214,单位后勤管理服务,4,L721
L7215,农村集体经济组织管理,4,L721
L7219,其他组织管理服务,4,L721
L722,综合管理服务,3,L72
L7221,园区管理服务,4,L722
L7222,商业综合体管理服务,4,L722
L7223,市场管理服务,4,L722
L7224,供应链管理服务,4,L722
L7229,其他综合管理服务,4,L722
L723,法律服务,3,L72
L7231,律师及相关法律服务,4,L723
L7232,公证服务,4,L723
L7239,其他法律服务,4,L723
L724,咨询与调查,3,L72
L7241,会计、审计及税务服务,4,L724
L7242,市场调查,4,L724
L7243,社会经济咨询,4,L724
L7244,健康咨询,4,L724
L7245,环保咨询,4,L724
L7246,体育咨询,4,L724
L7249,其他专业咨询与调查,4,L724
L725,广告业,3,L72
L7251,互联网广告服务,4,L725
L7259,其他广告服务,4,L725
L726,人力资源服务,3,L72
L7261,公共就业服务,4,L726
L7262,职业中介服务,4,L726
L7263,劳务派遣服务,4,L726
L7264,创业指导服务,4,L726
L7269,其他人力资源服务,4,L726
L7271,"安全保护服务
安全服务",4,L72
L7272,安全系统监控服务,4,L72
L7279,其他安全保护服务,4,L72
L728,会议、展览及相关服务,3,L72
L7281,科技会展服务,4,L728
L7282,旅游会展服务,4,L728
L7283,体育会展服务,4,L728
L7284,文化会展服务,4,L728
L7289,其他会议、会展及相关服务,4,L728
L729,其他商务服务业,3,L72
L7291,旅行社及相关服务,4,L729
L7292,包装服务,4,L729
L7293,办公服务,4,L729
L7294,翻译服务,4,L729
L7295,信用服务,4,L729
L7296,非融资担保服务,4,L729
L7297,商务代理代办服务,4,L729
L7298,票务代理服务,4,L729
L7299,其他未列明商务服务业,4,L729
M,科学研究和技术服务业,1,
M73,研究和试验发展,2,M
M7310,自然科学研究和试验发展,4,M73
M7320,工程和技术研究和试验发展,4,M73
M7330,农业科学研究和试验发展,4,M73
M7340,医学研究和试验发展,4,M73
M7350,社会人文科学研究,4,M73
M74,专业技术服务业,2,M
M7410,气象服务,4,M74
M7420,地震服务,4,M74
M743,海洋服务,3,M74
M7431,海洋气象服务,4,M743
M7432,海洋环境服务,4,M743
M7439,其他海洋服务,4,M743
M744,测绘地理信息服务,3,M74
M7441,遥感测绘服务,4,M744
M7449,其他测绘地理信息服务,4,M744
M745,质检技术服务,3,M74
M7451,检验检疫服务,4,M745
M7452,检测服务,4,M745
M7453,计量服务,4,M745
M7454,标准化服务,4,M745
M7455,认证认可服务,4,M745
M7459,其他质检技术服务,4,M745
M746,环境与生态监测检测服务,3,M74
M7461,环境保护监测,4,M746
M7462,生态资源监测,4,M746
M7463,野生动物疫源疫病防控监测,4,M746
M747,地质勘查,3,M74
M7471,能源矿产地质勘查,4,M747
M7472,固体矿产地质勘查,4,M747
M7473,水、二氧化碳等矿产地质勘查,4,M747
M7474,基础地质勘查,4,M747
M7475,地质勘查技术服务,4,M747
M748,工程技术与设计服务,3,M74
M7481,工程管理服务,4,M748
M7482,工程监理服务,4,M748
M7483,工程勘察活动,4,M748
M7484,工程设计活动,4,M748
M7485,规划设计管理,4,M748
M7486,土地规划服务,4,M748
M749,工业与专业设计及其他专业技术服务,3,M74
M7491,工业设计服务,4,M749
M7492,专业设计服务,4,M749
M7493,兽医服务,4,M749
M7499,其他未列明专业技术服务业,4,M749
M75,科技推广和应用服务业,2,M
M751,技术推广服务,3,M75
M7511,农林牧渔技术推广服务,4,M751
M7512,生物技术推广服务,4,M751
M7513,新材料技术推广服务,4,M751
M7514,节能技术推广服务,4,M751
M7515,新能源技术推广服务,4,M751
M7516,环保技术推广服务,4,M751
M7517,三维（3D)打印技术推广服务,4,M751
M7519,其他技术推广服务,4,M751
M7520,知识产权服务,4,M75
M7530,科技中介服务,4,M75
M7540,创业空间服务,4,M75
M7590,其他科技推广服务业,4,M75
N,水利、环境和公共设施管理业,1,
N76,水利管理业,2,N
N7610,防洪除涝设施管理,4,N76
N7620,水资源管理,4,N76
N7630,天然水收集与分配,4,N76
N7640,水文服务,4,N76
N7690,其他水利管理业,4,N76
N77,生态保护和环境治理业,2,N
N771,生态保护,3,N77
N7711,自然生态系统保护管理,4,N771
N7712,自然遗迹保护管理,4,N771
N7713,野生动物保护,4,N771
N7714,野生植物保护,4,N771
N7715,动物园、水族馆管理服务,4,N771
N7716,植物园管理服务,4,N771
N7719,其他自然保护,4,N771
N772,环境治理业,3,N77
N7721,水污染治理,4,N772
N7722,大气污染治理,4,N772
N7723,固体废物治理,4,N772
N7724,危险废物治理,4,N772
N7725,放射性废物治理,4,N772
N7726,土壤污染治理与修复服务,4,N772
N7727,噪声与振动控制服务,4,N772
N7729,其他污染治理,4,N772
N78,公共设施管理业,2,N
N7810,市政设施管理,4,N78
N7820,环境卫生管理,4,N78
N7830,城乡市容管理,4,N78
N7840,绿化管理,4,N78
N7850,城市公园管理,4,N78
N786,游览景区管理,3,N78
N7861,名胜风景区管理,4,N786
N7862,森林公园管理,4,N786
N7869,其他游览景区管理,4,N786
N79,土地管理业,2,N
N7910,土地整治服务,4,N79
N7920,土地调查评估服务,4,N79
N7930,土地登记服务,4,N79
N7940,土地登记代理服务,4,N79
N7990,其他土地管理服务,4,N79
O,居民服务、修理和其他服务业,1,
O80,居民服务业,2,O
O8010,家庭服务,4,O80
O8020,托儿所服务,4,O80
O8030,洗染服务,4,O80
O8040,理发及美容服务,4,O80
O805,洗浴和保健养生服务,3,O80
O8051,洗浴服务,4,O805
O8052,足浴服务,4,O805
O8053,养生保健服务,4,O805
O8060,摄影扩印服务,4,O80
O8070,婚姻服务,4,O80
O8080,殡葬服务,4,O80
O8090,其他居民服务业,4,O80
O81,机动车、电子产品和日用产品修理业,2,O
O811,汽车、摩托车等修理与维护,3,O81
O8111,汽车修理与维护,4,O811
O8112,大型车辆装备修理与维护,4,O811
O8113,摩托车修理与维护,4,O811
O8114,助动车等修理与维护,4,O811
O812,计算机和办公设备维修,3,O81
O8121,计算机和辅助设备修理,4,O812
O8122,通讯设备修理,4,O812
O8129,其他办公设备维修,4,O812
O813,家用电器修理,3,O81
O8131,家用电子产品修理,4,O813
O8132,日用电器修理,4,O813
O819,其他日用产品修理业,3,O81
O8191,自行车修理,4,O819
O8192,鞋和皮革修理,4,O819
O8193,家具和相关物品修理,4,O819
O8199,其他未列明日用产品修理业,4,O819
O82,其他服务业,2,O
O821,清洁服务,3,O82
O8211,建筑物清洁服务,4,O821
O8219,其他清洁服务,4,O821
O822,宠物服务,3,O82
O8221,宠物饲养,4,O822
O8222,宠物医院服务,4,O822
O8223,宠物美容服务,4,O822
O8224,宠物寄托收养服务,4,O822
O8229,其他宠物服务,4,O822
O8290,其他未列明服务业,4,O82
P,教育,1,
P83,教育,2,P
P8310,学前教育,4,P83
P832,初等教育,3,P83
P8321,普通小学教育,4,P832
P8322,成人小学教育,4,P832
P833,中等教育,3,P83
P8331,普通初中教育,4,P833
P8332,职业初中教育,4,P833
P8333,成人初中教育,4,P833
P8334,普通高中教育,4,P833
P8335,成人高中教育,4,P833
P8336,中等职业学校教育,4,P833
P834,高等教育,3,P83
P8341,普通高等教育,4,P834
P8342,成人高等教育,4,P834
P8350,特殊教育,4,P83
P839,技能培训、教育辅助及其他教育,3,P83
P8391,职业技能培训,4,P839
P8392,体校及体育培训,4,P839
P8393,文化艺术培训,4,P839
P8394,教育辅助服务,4,P839
P8399,其他未列明教育,4,P839
Q,卫生和社会工作,1,
Q84,卫生,2,Q
Q841,医院,3,Q84
Q8411,综合医院,4,Q841
Q8412,中医医院,4,Q841
Q8413,中西医结合医院,4,Q841
Q8414,民族医院,4,Q841
Q8415,专科医院,4,Q841
Q8416,疗养院,4,Q841
Q842,基层医疗卫生服务,3,Q84
Q8421,社区卫生服务中心（站）,4,Q842
Q8422,街道卫生院,4,Q842
Q8423,乡镇卫生院,4,Q842
Q8424,村卫生室,4,Q842
Q8425,门诊部（所）,4,Q842
Q843,专业公共卫生服务,3,Q84
Q8431,疾病预防控制中心,4,Q843
Q8432,专科疾病防治院（所、站）,4,Q843
Q8433,妇幼保健院（所、站）,4,Q843
Q8434,急救中心（站）服务,4,Q843
Q8435,采供血机构服务,4,Q843
Q8436,计划生育技术服务活动,4,Q843
Q849,其他卫生活动,3,Q84
Q8491,健康体检服务,4,Q849
Q8492,临床检验服务,4,Q849
Q8499,其他未列明卫生服务,4,Q849
Q85,社会工作,2,Q
Q851,提供住宿社会工作,3,Q85
Q8511,干部休养所,4,Q851
Q8512,护理机构服务,4,Q851
Q8513,精神康复服务,4,Q851
Q8514,老年人、残疾人养护服务,4,Q851
Q8515,临终关怀服务,4,Q851
Q8516,孤残儿童收养和庇护服务,4,Q851
Q8519,其他提供住宿社会救助,4,Q851
Q852,不提供住宿社会工作,3,Q85
Q8521,社会看护与帮助服务,4,Q852
Q8522,康复辅具适配服务,4,Q852
Q8529,其他不提供住宿社会工作,4,Q852
R,文化、体育和娱乐业,1,
R86,新闻和出版业,2,R
R8610,新闻业,4,R86
R862,出版业,3,R86
R8621,图书出版,4,R862
R8622,报纸出版,4,R862
R8623,期刊出版,4,R862
R8624,音像制品出版,4,R862
R8625,电子出版物出版,4,R862
R8626,数字出版,4,R862
R8629,其他出版业,4,R862
R87,广播、电视、电影和录音制作业,2,R
R8710,广播,4,R87
R8720,电视,4,R87
R8730,影视节目制作,4,R87
R8740,广播电视集成播控,4,R87
R8750,电影和广播电视节目发行,4,R87
R8760,电影放映,4,R87
R8770,录音制作,4,R87
R88,文化艺术业,2,R
R8810,文艺创作与表演,4,R88
R8820,艺术表演场馆,4,R88
R883,图书馆与档案馆,3,R88
R8831,图书馆,4,R883
R8832,档案馆,4,R883
R8840,文物及非物质文化遗产保护,4,R88
R8850,博物馆,4,R88
R8860,烈士陵园、纪念馆,4,R88
R8870,群众文体活动,4,R88
R8890,其他文化艺术业,4,R88
R89,体育,2,R
R891,体育组织,3,R89
R8911,体育竞赛组织,4,R891
R8912,体育保障组织,4,R891
R8919,其他体育组织,4,R891
R892,体育场地设施管理,3,R89
R8921,体育场馆管理,4,R892
R8929,其他体育场地设施管理,4,R892
R8930,健身休闲活动,4,R89
R899,其他体育,3,R89
R8991,体育中介代理服务,4,R899
R8992,体育健康服务,4,R899
R8999,其他未列明体育,4,R899
R90,娱乐业,2,R
R901,室内娱乐活动,3,R90
R9011,歌舞厅娱乐活动,4,R901
R9012,电子游艺厅娱乐活动,4,R901
R9013,网吧活动,4,R901
R9019,其他室内娱乐活动,4,R901
R9020,游乐园,4,R90
R9030,休闲观光活动,4,R90
R904,彩票活动,3,R90
R9041,体育彩票服务,4,R904
R9042,福利彩票服务,4,R904
R9049,其他彩票服务,4,R904
R905,文化体育娱乐活动与经纪代理服务,3,R90
R9051,文化活动服务,4,R905
R9052,体育表演服务,4,R905
R9053,文化娱乐经纪人,4,R905
R9054,体育经纪人,4,R905
R9059,其他文化艺术经纪代理,4,R905
R9090,其他娱乐业,4,R90
S,公共管理、社会保障和社会组织,1,
S91,中国共产党机关,2,S
S9100,中国共产党机关,4,S91
S92,国家机构,2,S
S9210,国家权力机构,4,S92
S922,国家行政机构,3,S92
S9221,综合事务管理机构,4,S922
S9222,对外事务管理机构,4,S922
S9223,公共安全管理机构,4,S922
S9224,社会事务管理机构,4,S922
S9225,经济事务管理机构,4,S922
S9226,行政监督检查机构,4,S922
S923,人民法院和人民检察院,3,S92
S9231,人民法院,4,S923
S9232,人民检察院,4,S923
S929,其他国家机构,3,S92
S9291,消防管理机构,4,S929
S9299,其他未列明国家机构,4,S929
S93,人民政协、民主党派,2,S
S9310,人民政协,4,S93
S9320,民主党派,4,S93
S94,社会保障,2,S
S941,基本保险,3,S94
S9411,基本养老保险,4,S941
S9412,基本医疗保险,4,S941
S9413,失业保险,4,S941
S9414,工伤保险,4,S941
S9415,生育保险,4,S941
S9419,其他基本保险,4,S941
S9420,补充保险,4,S94
S9490,其他社会保障,4,S94
S95,群众团体、社会团体和其他成员组织,2,S
S951,群众团体,3,S95
S9511,工会,4,S951
S9512,妇联,4,S951
S9513,共青团,4,S951
S9519,其他群众团体,4,S951
S952,社会团体,3,S95
S9521,专业性团体,4,S952
S9522,行业性团体,4,S952
S9529,其他社会团体,4,S952
S9530,基金会,4,S95
S954,宗教组织,3,S95
S9541,宗教团体服务,4,S954
S9542,宗教活动场所服务,4,S954
S96,基层群众自治组织及其他组织,2,S
S9610,社区居民自治组织,4,S96
S9620,村民自治组织,4,S96
T,国际组织,1,
T97,国际组织,2,T
T9700,国际组织,4,T97
