回合结果，回合1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,,,,,,,,
"损益表, 千 USD, 全球",,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
股本,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
本回合利润,56768.853730086485,-64008.33200114525,24420.516903018914,-13641.069673025268,3794.2061846102897,-4073.546182535754,-21892.66606658174,25860.97422491489,33223.483295631566,18828.903151638115
留存收益,74473.18979683885,33158.19960069326,83166.34682936464,74558.75350295984,83166.34682936464,0.23540963212045748,43985.58370880664,74609.97621726489,35.88695384920191,65827.13290582696
权益合计,151242.04352692532,-10850.132400451992,127586.86373238356,80917.68382993457,106960.55301397493,15926.689227096365,42092.9176422249,120470.95044217978,53259.370249480766,104656.03605746507
,,,,,,,,,,
股东负债,,,,,,,,,,
短期贷款（无计划）,0,0,0,0,0,0,0,0,0,0
内部贷款,-100000,80000,-20000,-20000,0,20000,100000,-70000,40000,-80000
应付账款,1106.748901870418,2309.2296170141412,3131.1008561188482,1275.7522852803963,1710.7970519445653,1930.7497043851963,2285.7633997404696,902.8901850924992,2253.3068537910167,2545.537352723823
负债合计,-98893.25109812958,82309.22961701413,-16868.89914388115,-18724.247714719604,1710.7970519445653,21930.749704385198,102285.76339974046,-69097.1098149075,42253.306853791015,-77454.46264727617
,,,,,,,,,,
股东权益和负债总计,52348.79242879574,71459.09721656214,110717.96458850241,62193.436115214965,108671.3500659195,37857.43893148156,144378.68104196538,51373.84062727228,95512.67710327178,27201.573410188896
,,,,,,,,,,
关键财务指标和比率,,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
财务指标,,,,,,,,,,
"累计收益, 千 USD",-270324.5567146451,40955.86189039286,95171.24759561144,-175974.56240001286,-258533.91925365862,49099.372615145956,52478.506943266024,-121420.0918515464,-109291.96189084207,-271306.13292873773
"公司市值, 千 USD",3196280.9481063923,3884385.3800079557,6695406.955031661,3082989.9640421486,3172032.405224824,3421627.236144467,4293397.643668359,3195417.9090047353,3337635.8553622095,3135956.596845435
"本回合末已发行股票数, 千股",29800,29000,40000,29800,30000,28180,29112,30000,28180,29600
"本回合末每股交易价格, USD",107.25774993645612,133.9443234485502,167.38517387579154,103.45603906181707,105.73441350749412,121.42041292208896,147.47862200014973,106.51393030015784,118.4398813116469,105.94447962315658
"本回合每股交易均价, USD",160.89797502867535,165.3365398570526,119.86899139636313,160.89797502867535,159.8253218618175,170.14761021485185,164.7004553398779,159.8253218618175,170.14761021485185,161.98512350859883
"股息收益, %",0.009385908337555003,0.5148819708501488,0,0,0,0.0036532325520313423,0,0.9388443344283561,0,0
市盈率,,,,,,,,,,
"累计股东回报率（p.a.）, %",-32.88434160433466,-15.761797284308665,4.7300715092631895,-35.26930660508004,-33.84376625944764,-24.02652641167795,-7.7251212247472,-32.730352707743826,-25.894170002643147,-33.71233144472906
,,,,,,,,,,
"关键财务指标, %",,,,,,,,,,
毛利,34.51131360107787,40.71611847816453,41.81821443874694,42.42641084514819,42.876202666528535,34.49278863937588,44.34941377472659,47.257259471112725,41.909830717514104,41.620245965960656
息税折旧及摊销前利润(EBITDA),-12.596430229745723,6.891172109547851,7.810534436904787,-9.296854816459481,-14.745869450561925,6.488074362823433,7.071413742956883,-6.5612900878680325,-0.8064794782240626,-12.76946489847509
息税前利润(EBIT),-22.174641538661497,-1.3384645168162093,0.2818320445643892,-20.964012610476875,-24.873519004388914,-0.686941196432988,-0.027861610169522558,-21.261810957406205,-9.025095817818816,-22.06243425439807
销售利润率(ROS),-30.4225566477726,-5.844271908141045,-2.1128218993258736,-28.33661592773604,-31.221675724431464,-4.632431250610722,-4.393478103630575,-29.3503300753262,-15.619208539428014,-29.588829809204658
权益比率,16.13118256937583,39.562132120288254,76.63124035267525,30.344846640798302,22.40374991912014,27.25328638607221,37.8775474673544,35.78811749053983,9.59278453496883,21.190780693002793
净债务与股东权益之比(gearing),269.7276643161874,107.31298877687993,-58.644822500104965,150.28412656610038,203.48523883277224,207.37390567307295,83.10132902168583,109.07871793284147,802.0743304560806,346.9622155340561
已动用资本回报率(ROCE),-25.010634229283248,-2.0449511232169173,0.2742370456801661,-21.782494056838484,-28.230994211795196,-1.2214563248044037,-0.045481058890479854,-17.38073221447253,-14.127755220019921,-31.727603653458235
股东权益回报率(ROE),-96.63,-18.14,-2.92,-66.33,-89.04,-18.69,-15.04,-51.37,-67.23,-100.92
"每股盈利(EPS), USD",-13.453658815080228,-3.090986692563891,-0.8855807094783565,-10.287551623314046,-12.970946507613478,-2.891948309425115,-2.6832910494462654,-8.400485594209737,-8.51264861126997,-13.577723273766333
,,,,,,,,,,
市场报告，全球,,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"全球市场份额, %",,,,,,,,,,
技术1,10.14227209120347,10.56331723469852,13.353938175244565,8.224778768573735,7.804774799326229,14.173992195054517,11.45813626561246,6.32503150079466,10.80561497858365,7.148143990908176
技术2,8.49199296606324,16.41902273649915,0,6.0087502321741875,10.43356624915553,16.83429573680945,16.514243176401774,4.995943443163487,8.507510875405808,11.79467458432734
技术3,0,0,0,0,0,0,0,0,0,0
技术4,0,0,0,0,0,0,0,0,0,0
总计,9.879785072669609,11.49,11.23,7.87,8.22,14.6,12.26,6.11,10.44,7.89
,,,,,,,,,,
"市场报告, 美国",,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
技术1,,,,,,,,,,
"售价, USD",260,269,310,268,265,225,257,295,268,305
所提供的功能数量,2,3,7,3,3,3,2,2,4,6
"销售, 千件",1108.766,1133.099,1146.211,998.665,992.852,1395.848,1212.846,498.939,1240.717,880.092
"需求, 千件",1108.766,1133.099,1146.211,998.665,992.852,1395.848,1212.846,498.939,1240.717,880.092
,,,,,,,,,,
技术2,,,,,,,,,,
"售价, USD",349,299,,369,340,265,320,330,348,375
所提供的功能数量,2,2,,1,2,2,2,1,3,3
"销售, 千件",371.62,492.851,,180.746,281.175,454.725,475.173,174.959,375.173,250.276
"需求, 千件",371.62,492.851,,180.746,281.175,454.725,475.173,174.959,375.173,250.276
,,,,,,,,,,
技术3,,,,,,,,,,
"售价, USD",,,,,,,,,,
所提供的功能数量,,,,,,,,,,
"销售, 千件",,,,,,,,,,
"需求, 千件",,,,,,,,,,
,,,,,,,,,,
技术4,,,,,,,,,,
"售价, USD",,,,,,,,,,
所提供的功能数量,,,,,,,,,,
"销售, 千件",,,,,,,,,,
"需求, 千件",,,,,,,,,,
,,,,,,,,,,
"美国 市场份额, %",,,,,,,,,,
技术1,10.452130841281534,10.681519667375856,10.805119762729076,9.414236000510021,9.359430089440284,13.158401243269143,11.433280600512568,4.703403171460975,11.696015791833931,8.29646283158663
技术2,12.157575195938053,16.123630227324167,0,5.91310567865653,9.198647925787546,14.876346301118293,15.545308791505185,5.723808638900761,12.273793556443737,8.18778368432573
技术3,0,0,0,0,0,0,0,0,0,0
技术4,0,0,0,0,0,0,0,0,0,0
总计,10.833625830218873,11.89887859333237,8.38809628547867,8.631059657197023,9.32346433683361,13.542692544858467,12.353110171585675,4.931660148271539,11.825260302988001,8.272152129235765
,,,,,,,,,,
"市场报告, 亚洲",,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
技术1,,,,,,,,,,
"售价, RMB",1700,1799,1950,1949,2055,1600,1830,2050,1858,2300
所提供的功能数量,2,2,7,2,2,3,2,2,3,5
"销售, 千件",2559.503,2258.024,3565.877,1711.789,1483.833,3908.42,2541.004,1507.395,2327.378,1383.012
"需求, 千件",2559.503,2258.024,3565.877,1711.789,1483.833,3998.987,2541.004,1507.395,2327.378,1383.012
,,,,,,,,,,
技术2,,,,,,,,,,
"售价, RMB",2600,1999,,,2499,2000,2230,2300,2888,2600
所提供的功能数量,2,1,,,2,2,2,1,3,2
"销售, 千件",204.219,356.231,,,233.141,464.028,482.408,213.988,149.354,212.34
"需求, 千件",204.219,356.231,,,233.141,464.028,482.408,213.988,149.354,212.34
,,,,,,,,,,
技术3,,,,,,,,,,
"售价, RMB",,,,,,,,,,
所提供的功能数量,,,,,,,,,,
"销售, 千件",,,,,,,,,,
"需求, 千件",,,,,,,,,,
,,,,,,,,,,
技术4,,,,,,,,,,
"售价, RMB",,,,,,,,,,
所提供的功能数量,,,,,,,,,,
"销售, 千件",,,,,,,,,,
"需求, 千件",,,,,,,,,,
,,,,,,,,,,
"亚洲 市场份额, %",,,,,,,,,,
技术1,11.010399116354558,9.713505304736978,15.339588980939773,7.363727533317997,6.383112801261766,16.81313017281273,10.930818999563305,6.484468702671739,10.011847544040236,5.949400844300923
技术2,8.818865929235088,15.383223840058887,0,0,10.067798375189499,20.038261717668608,20.832003957201035,9.240695303998683,6.4495896837153746,9.16956119293281
技术3,0,0,0,0,0,0,0,0,0,0
技术4,0,0,0,0,0,0,0,0,0,0
总计,10.81186370147568,10.227136550785374,13.94994465326011,6.696632592901477,6.716915904686122,17.105301349165533,11.827787329730748,6.734160833738155,9.689135414303012,6.241121669953782
,,,,,,,,,,
"市场报告, 欧洲",,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
技术1,,,,,,,,,,
"售价, EUR",143,149,220,149,178,155,181,152,178,219
所提供的功能数量,2,3,7,2,3,3,3,2,4,6
"销售, 千件",1054.395,1527.596,1506.061,1119.344,1157.543,1295.732,1581.534,938.864,1463.449,1065.37
"需求, 千件",1054.395,1527.596,1506.061,1119.344,1157.543,1295.732,1581.534,938.864,1463.449,1065.37
,,,,,,,,,,
技术2,,,,,,,,,,
"售价, EUR",360,209,,211,268,200,299,170,388,260
所提供的功能数量,2,2,,1,2,2,2,1,3,3
"销售, 千件",172.063,596.966,,348.454,404.584,563.868,496.852,51.053,224.742,576.158
"需求, 千件",172.063,596.966,,348.454,404.584,563.868,496.852,314.75,224.742,576.158
,,,,,,,,,,
技术3,,,,,,,,,,
"售价, EUR",,,,,,,,,,
所提供的功能数量,,,,,,,,,,
"销售, 千件",,,,,,,,,,
"需求, 千件",,,,,,,,,,
,,,,,,,,,,
技术4,,,,,,,,,,
"售价, EUR",,,,,,,,,,
所提供的功能数量,,,,,,,,,,
"销售, 千件",,,,,,,,,,
"需求, 千件",,,,,,,,,,
,,,,,,,,,,
"欧洲 市场份额, %",,,,,,,,,,
技术1,8.295861008634633,12.018958127879282,11.849522898337662,8.806876350334312,9.10741813476823,10.194681115555637,12.443338589399174,7.38688007915348,11.514252313606443,8.382211382331148
技术2,5.009482944861703,17.380240473487582,0,10.144977829951255,11.779165234455439,16.416624835923155,14.46549025079628,1.4863711096660033,6.543216419358014,16.77443090150057
技术3,0,0,0,0,0,0,0,0,0,0
技术4,0,0,0,0,0,0,0,0,0,0
总计,7.5966900443884,13.159561209580678,9.32855842318621,9.091555009821537,9.67582747771699,11.518388341577259,12.873547682667036,6.131557512581859,10.456673455654194,10.16764084282586
,,,,,,,,,,
生产详情,,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"自身生产, 千件",,,,,,,,,,
美国,,,,,,,,,,
技术1,4722.664,3718.72,4218.149,2829.799,1634.228,6600,3335.385,2565.198,4731.544,3328.473
技术2,,646.047,,,918.899,,1454.433,,,
技术3,,,,,,,,,,
技术4,,,,,,,,,,
,,,,,,,,,,
亚洲,,,,,,,,,,
技术1,,,,,,,,,,
技术2,,,,,,,,,,
技术3,,,,,,,,,,
技术4,,,,,,,,,,
,,,,,,,,,,
"外包生产, 千件",,,,,,,,,,
美国,,,,,,,,,,
技术1,,600,1000,,1000,,1000,380,300,
技术2,1000,400,,1000,,1000,,440,600,1000
技术3,,,,,,,,,,
技术4,,,,,,,,,,
,,,,,,,,,,
亚洲,,,,,,,,,,
技术1,,600,1000,1000,1000,,1000,,,
技术2,1000,400,,,,1000,,,900,1000
技术3,,,,,,,,,,
技术4,,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"产能使用, %",,,,,,,,,,
美国,,,,,,,,,,
技术1,71.55550780352652,56.34423692906437,63.91134481073561,42.87574107516364,24.76102428315336,100,50.536129955646494,38.866630420564675,71.69005362953841,50.43140910859435
技术2,,9.788593868775155,,,13.922717324369716,,22.0368696647278,,,
技术3,,,,,,,,,,
技术4,,,,,,,,,,
闲置产能,28.44449219647348,33.867169202160476,36.08865518926439,57.12425892483637,61.31625839247692,0,27.42700037962571,61.133369579435325,28.309946370461592,49.56859089140565
,,,,,,,,,,
亚洲,,,,,,,,,,
技术1,,,,,,,,,,
技术2,,,,,,,,,,
技术3,,,,,,,,,,
技术4,,,,,,,,,,
闲置产能,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
工厂数量,,,,,,,,,,
本回合,,,,,,,,,,
美国,12,12,12,12,12,12,12,12,12,12
亚洲,,,,,,,,,,
,,,,,,,,,,
下回合,,,,,,,,,,
美国,12,12,12,12,12,12,12,12,12,12
亚洲,,,,,,,,,,
,,,,,,,,,,
下回合后,,,,,,,,,,
美国,12,12,12,12,12,12,12,12,12,12
亚洲,4,4,10,3,4,3,7,1,3,8
,,,,,,,,,,
物流详情,,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"技术1, 千件",,,,,,,,,,
美国,,,,,,,,,,
自身生产,4722.664,3718.72,4218.149,2829.799,1634.228,6600,3335.385,2565.198,4731.544,3328.473
外包生产,0,600,1000,0,1000,0,1000,380,300,0
进口自亚洲,0,0,0,0,0,0,0,0,0,0
产品总量,4722.664,4318.72,5218.149,2829.799,2634.228,6600,4335.385,2945.198,5031.544,3328.473
,,,,,,,,,,
在美国销售,-1108.766,-1133.099,-1146.211,-998.665,-992.852,-1395.848,-1212.846,-498.939,-1240.717,-880.092
出口到 亚洲,-2559.503,-1658.024,-2565.877,-711.789,-483.833,-3908.42,-1541.004,-1507.395,-2327.378,-1383.012
出口到 欧洲,-1054.395,-1527.596,-1506.061,-1119.344,-1157.543,-1295.732,-1581.534,-938.864,-1463.449,-1065.37
生产缓冲,1085.336,373.28,2381.851,2120.201,2259.772,0,1020.615,3704.802,1868.456,1753.527
未满足需求,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
亚洲,,,,,,,,,,
自身生产,0,0,0,0,0,0,0,0,0,0
外包生产,0,600,1000,1000,1000,0,1000,0,0,0
进口自美国,2559.503,1658.024,2565.877,711.789,483.833,3908.42,1541.004,1507.395,2327.378,1383.012
产品总量,2559.503,2258.024,3565.877,1711.789,1483.833,3908.42,2541.004,1507.395,2327.378,1383.012
,,,,,,,,,,
在亚洲销售,-2559.503,-2258.024,-3565.877,-1711.789,-1483.833,-3908.42,-2541.004,-1507.395,-2327.378,-1383.012
出口到 美国,0,0,0,0,0,0,0,0,0,0
出口到 欧洲,0,0,0,0,0,0,0,0,0,0
生产缓冲,0,0,0,0,0,0,0,0,0,0
未满足需求,0,0,0,0,0,91,0,0,0,0
,,,,,,,,,,
欧洲,,,,,,,,,,
进口自美国,1054.395,1527.596,1506.061,1119.344,1157.543,1295.732,1581.534,938.864,1463.449,1065.37
进口自亚洲,0,0,0,0,0,0,0,0,0,0
产品总量,1054.395,1527.596,1506.061,1119.344,1157.543,1295.732,1581.534,938.864,1463.449,1065.37
,,,,,,,,,,
在欧洲销售,-1054.395,-1527.596,-1506.061,-1119.344,-1157.543,-1295.732,-1581.534,-938.864,-1463.449,-1065.37
未满足需求,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"技术2, 千件",,,,,,,,,,
美国,,,,,,,,,,
自身生产,0,646.047,,0,918.899,0,1454.433,0,0,0
外包生产,1000,400,,1000,0,1000,0,440,600,1000
进口自亚洲,0,0,,0,0,0,0,0,0,0
产品总量,1000,1046.047,,1000,918.899,1000,1454.433,440,600,1000
,,,,,,,,,,
在美国销售,-371.62,-492.851,,-180.746,-281.175,-454.725,-475.173,-174.959,-375.173,-250.276
出口到 亚洲,0,0,,0,-233.141,-27.896,-482.408,-213.988,0,0
出口到 欧洲,0,-553.197,,-348.454,-404.584,0,-496.852,-51.053,0,0
生产缓冲,628.38,1465.953,,1262.801,1120.501,517.379,723.567,0,224.827,1739.724
未满足需求,0,0,,0,0,0,0,0,0,0
,,,,,,,,,,
亚洲,,,,,,,,,,
自身生产,0,0,,0,0,0,0,0,0,0
外包生产,1000,400,,0,0,1000,0,0,900,1000
进口自美国,0,0,,0,233.141,27.896,482.408,213.988,0,0
产品总量,1000,400,,0,233.141,1027.896,482.408,213.988,900,1000
,,,,,,,,,,
在亚洲销售,-204.219,-356.231,,0,-233.141,-464.028,-482.408,-213.988,-149.354,-212.34
出口到 美国,0,0,,0,0,0,0,0,0,0
出口到 欧洲,-172.063,-43.769,,0,0,-563.868,0,0,-224.742,-576.158
生产缓冲,623.718,0,,0,0,0,0,0,525.904,211.502
未满足需求,0,0,,0,0,0,0,0,0,0
,,,,,,,,,,
欧洲,,,,,,,,,,
进口自美国,0,553.197,,348.454,404.584,0,496.852,51.053,0,0
进口自亚洲,172.063,43.769,,0,0,563.868,0,0,224.742,576.158
产品总量,172.063,596.966,,348.454,404.584,563.868,496.852,51.053,224.742,576.158
,,,,,,,,,,
在欧洲销售,-172.063,-596.966,,-348.454,-404.584,-563.868,-496.852,-51.053,-224.742,-576.158
未满足需求,0,0,,0,0,0,0,264,0,0
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"技术3, 千件",,,,,,,,,,
美国,,,,,,,,,,
自身生产,,,,,,,,,,
外包生产,,,,,,,,,,
进口自亚洲,,,,,,,,,,
产品总量,,,,,,,,,,
,,,,,,,,,,
在美国销售,,,,,,,,,,
出口到 亚洲,,,,,,,,,,
出口到 欧洲,,,,,,,,,,
生产缓冲,,,,,,,,,,
未满足需求,,,,,,,,,,
,,,,,,,,,,
亚洲,,,,,,,,,,
自身生产,,,,,,,,,,
外包生产,,,,,,,,,,
进口自美国,,,,,,,,,,
产品总量,,,,,,,,,,
,,,,,,,,,,
在亚洲销售,,,,,,,,,,
出口到 美国,,,,,,,,,,
出口到 欧洲,,,,,,,,,,
生产缓冲,,,,,,,,,,
未满足需求,,,,,,,,,,
,,,,,,,,,,
欧洲,,,,,,,,,,
进口自美国,,,,,,,,,,
进口自亚洲,,,,,,,,,,
产品总量,,,,,,,,,,
,,,,,,,,,,
在欧洲销售,,,,,,,,,,
未满足需求,,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"技术4, 千件",,,,,,,,,,
美国,,,,,,,,,,
自身生产,,,,,,,,,,
外包生产,,,,,,,,,,
进口自亚洲,,,,,,,,,,
产品总量,,,,,,,,,,
,,,,,,,,,,
在美国销售,,,,,,,,,,
出口到 亚洲,,,,,,,,,,
出口到 欧洲,,,,,,,,,,
生产缓冲,,,,,,,,,,
未满足需求,,,,,,,,,,
,,,,,,,,,,
亚洲,,,,,,,,,,
自身生产,,,,,,,,,,
外包生产,,,,,,,,,,
进口自美国,,,,,,,,,,
产品总量,,,,,,,,,,
,,,,,,,,,,
在亚洲销售,,,,,,,,,,
出口到 美国,,,,,,,,,,
出口到 欧洲,,,,,,,,,,
生产缓冲,,,,,,,,,,
未满足需求,,,,,,,,,,
,,,,,,,,,,
欧洲,,,,,,,,,,
进口自美国,,,,,,,,,,
进口自亚洲,,,,,,,,,,
产品总量,,,,,,,,,,
,,,,,,,,,,
在欧洲销售,,,,,,,,,,
未满足需求,,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"该市场所售产品来源，, 千件",,,,,,,,,,
美国,,,,,,,,,,
美国,1480.386,1625.95,1146.211,1179.411,1274.026,1850.573,1688.019,673.898,1615.89,1130.367
亚洲,,,,,,,,,,
,,,,,,,,,,
亚洲,,,,,,,,,,
美国,2559.503,1658.024,2565.877,711.789,716.974,3936.316,2023.412,1721.382,2327.378,1383.012
亚洲,204.219,956.231,1000,1000,1000,436.132,1000,,149.354,212.34
,,,,,,,,,,
欧洲,,,,,,,,,,
美国,1054.395,2080.793,1506.061,1467.798,1562.126,1295.732,2078.386,989.917,1463.449,1065.37
亚洲,172.063,43.769,,,,563.868,,,224.742,576.158
,,,,,,,,,,
成本报告,,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"每件售出产品的含关税运费, USD",,,,,,,,,,
美国,,,,,,,,,,
技术1,0,0,0,0,0,0,0,0,0,0
技术2,0,0,,0,0,0,0,0,0,0
技术3,,,,,,,,,,
技术4,,,,,,,,,,
每件售出产品的平均物流成本,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
亚洲,,,,,,,,,,
技术1,27.000000000000004,19.8255862642242,19.428229773363128,11.22703140370103,8.803886794579661,27,16.37427807199378,27,27,27
技术2,0,0,,,27,1.623164036214581,27,27,0,0
技术3,,,,,,,,,,
技术4,,,,,,,,,,
每件售出产品的平均物流成本,25.004894443257083,17.124059467864605,19.428229773363128,11.22703140370103,11.27466160249285,24.306873685913285,18.069692695329206,27,25.37182620452017,23.406318332819296
,,,,,,,,,,
欧洲,,,,,,,,,,
技术1,12,12.000000000000002,12,12,12,12,11.999999999999998,12,12,12
技术2,8,11.70672063346832,,11.999999999999998,12,8,12.000000000000002,12,8,8
技术3,,,,,,,,,,
技术4,,,,,,,,,,
每件售出产品的平均物流成本,11.438830126323888,11.917593447942854,12,11.999999999999998,12.000000000000002,10.787119512248443,12,11.999999999999998,11.467495120649973,10.59604415096066
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"单件产品的自身生产成本, USD",,,,,,,,,,
美国,,,,,,,,,,
技术1,89.38154776938516,90.05561763344375,92.44735131027585,97.93318271024313,101.62536592287958,90.50900943787084,91.09634178909127,100.43321879129253,90.26753410020694,95.28285771698589
技术2,,225.6257104015782,,,221.17583091411473,,191.2011748498232,,,
技术3,,,,,,,,,,
技术4,,,,,,,,,,
,,,,,,,,,,
亚洲,,,,,,,,,,
技术1,,,,,,,,,,
技术2,,,,,,,,,,
技术3,,,,,,,,,,
技术4,,,,,,,,,,
,,,,,,,,,,
"单件外包产品成本, USD",,,,,,,,,,
美国,,,,,,,,,,
技术1,,109.21623428571426,106.36829279999998,,106.36829279999998,,106.36829279999998,111.61276671797192,112.70951999999998,
技术2,123.16328639999999,128.94315058171745,,123.16328639999999,,123.16328639999999,,128.38470420235944,126.46090285714286,123.16328639999999
技术3,,,,,,,,,,
技术4,,,,,,,,,,
,,,,,,,,,,
亚洲,,,,,,,,,,
技术1,,134.1252,130.627728,130.627728,130.627728,,130.627728,,,
技术2,168.96781439999998,176.89721484764544,,,,168.96781439999998,,,169.89021,168.96781439999998
技术3,,,,,,,,,,
技术4,,,,,,,,,,
,,,,,,,,,,
,万物生长ING,津门创赋奇谭,虚怀若谷,Hades,从容应队,高雅人士队,PHY柿柿如意,“烽”狂输出队,决策全都队,星河万里
"每件售出产品的平均成本, USD",,,,,,,,,,
美国,,,,,,,,,,
技术1,89.38154776938516,92.71760335069699,95.1151444562058,97.93318271024313,103.42586595267217,90.50900943787084,94.61897069072856,101.87564431851314,91.60561171337227,95.2828577169859
技术2,123.16328639999998,188.65508029974484,,123.16328639999998,221.17583091411473,123.16328639999998,191.20117484982316,128.38470420235944,126.46090285714287,123.16328639999998
技术3,,,,,,,,,,
技术4,,,,,,,,,,
加权平均值,97.86175399737279,121.79773531909544,95.1151444562058,101.79971678300973,129.4130219420744,98.53285602514418,121.80660595281806,108.75800731976027,99.69821225039878,101.45589043326093
,,,,,,,,,,
亚洲,,,,,,,,,,
技术1,89.38154776938516,103.72038965314971,105.07414900242264,117.0328136778583,121.75802007161306,90.50900943787084,108.79004632559447,101.87564431851314,91.60561171337227,95.2828577169859
技术2,168.96781439999998,176.89721484764544,,,221.17583091411473,166.21417504646726,191.20117484982316,128.38470420235944,169.89021,168.96781439999998
技术3,,,,,,,,,,
技术4,,,,,,,,,,
加权平均值,95.26239972476161,113.69180494956328,105.07414900242264,117.0328136778583,135.25755262092474,98.54324876951017,121.93936769615377,105.17102376059043,96.326386954852,105.09027541990265
,,,,,,,,,,
欧洲,,,,,,,,,,
技术1,89.38154776938516,92.71760335069699,95.1151444562058,97.93318271024313,103.42586595267217,90.50900943787084,94.61897069072856,101.87564431851314,91.60561171337227,95.2828577169859
技术2,168.96781439999998,187.79299546685573,,123.16328639999998,221.17583091411473,168.96781439999998,191.20117484982316,128.38470420235944,169.89021,168.96781439999998
技术3,,,,,,,,,,
技术4,,,,,,,,,,
加权平均值,100.54690156724907,119.43218386288486,95.1151444562058,103.92278281932171,133.92257985587554,114.29929784558867,117.70758583230094,103.24279579754739,102.02734435476873,121.14546419731793
,,,,,,,,,,
"废品率，% , %",,,,,,,,,,
美国,,,,,,,,,,
技术1,1.8432949664177873,1.8557383481093783,1.8494070813493202,1.867791690820186,1.8859214008635203,1.8226628357026275,1.8608053776129483,1.87159756508937,1.8431897799819321,1.8608984929848384
技术2,,2.4749650715931892,,,2.408066580482124,,2.321082665872024,,,
技术3,,,,,,,,,,
技术4,,,,,,,,,,
,,,,,,,,,,
亚洲,,,,,,,,,,
技术1,,,,,,,,,,
技术2,,,,,,,,,,
技术3,,,,,,,,,,
技术4,,,,,,,,,,
,,,,,,,,,,
"公司特定债务利率, %",,,,,,,,,,
"美国, 长期",12.54153546098211,10.230900253318515,8.573928385897556,11.174911418720963,11.939339543899075,11.40245624292458,10.408717431236983,10.674789207848962,13.160554224874064,12.026745460156954
"美国, 短期",13.541535460982113,11.230900253318515,9.573928385897554,12.174911418720963,12.939339543899075,12.40245624292458,11.408717431236983,11.674789207848962,14.160554224874064,13.026745460156954
"亚洲, 短期",15.54284223790223,12.86349040997944,10.942108407350743,13.958139878120537,14.844550821347827,14.22199690616878,13.069682868328227,13.378211247980932,16.260641423338253,14.94590417869934
"欧洲, 短期",14.208637719955487,11.775096972205489,10.029988393048619,12.769320905187486,13.574409969715326,13.008969797339311,11.962372576934063,12.242596554559617,14.860583291028796,13.666465033004416
,,,,,,,,,,
